text,label
ID document for Ronald Byrd born 1950-01-03,id_document
ID document for Brian Powell born 2018-07-28,id_document
Contract between Wolfe Inc and Taylor and Sons effective 1970-11-04,contract
"Bank statement for account 24448298 ending balance ('FKP', 'Falkland Islands pound') 13752",bank_statement
ID document for Shannon Wilkerson born 1910-10-16,id_document
"Receipt from Wagner-Davis dated 2007-11-29 total ('HUF', 'Hungarian forint') 161",receipt
"Invoice #3124 dated 1970-07-26 amount ('SVC', 'Salvadoran colón') 2273",invoice
"Invoice #2748 dated 1995-09-12 amount ('DKK', 'Danish krone') 4542",invoice
ID document for Robert Conway born 1983-06-27,id_document
Contract between Allen and Sons and Hatfield Ltd effective 1980-06-20,contract
"Bank statement for account 15926886 ending balance ('EUR', 'Euro') 2672",bank_statement
ID document for William Spears born 1958-12-13,id_document
ID document for Gary Mclaughlin born 1996-10-10,id_document
Contract between Humphrey Inc and Mills Inc effective 1989-09-16,contract
"Contract between Ellison-Lambert and Nelson, Hubbard and Ford effective 2018-07-28",contract
"Contract between Robinson, Williams and Rios and Hayes, Friedman and Martinez effective 2019-06-12",contract
"Bank statement for account 43042235 ending balance ('XDR', 'Special drawing rights') 41051",bank_statement
"Invoice #9359 dated 1988-04-21 amount ('FKP', 'Falkland Islands pound') 3776",invoice
ID document for Melvin Wood born 1996-07-21,id_document
"Invoice #7464 dated 2005-06-09 amount ('AUD', 'Australian dollar') 1594",invoice
"Invoice #5420 dated 1989-01-18 amount ('BSD', 'Bahamian dollar') 145",invoice
ID document for Mark Brown born 1936-04-24,id_document
"Invoice #5620 dated 1977-07-13 amount ('USD', 'United States dollar') 302",invoice
ID document for Jeffrey Rowe born 1988-10-02,id_document
"Invoice #2756 dated 2009-01-22 amount ('LTL', 'Lithuanian litas') 3211",invoice
"Invoice #1429 dated 2025-04-09 amount ('KYD', 'Cayman Islands dollar') 1260",invoice
"Bank statement for account 31245023 ending balance ('DOP', 'Dominican peso') 45040",bank_statement
ID document for Robert Herrera born 1966-10-14,id_document
ID document for Alex Haney born 1936-11-17,id_document
"Bank statement for account 72376299 ending balance ('GHS', 'Ghanaian cedi') 17080",bank_statement
ID document for Carmen Moore born 2010-01-23,id_document
"Invoice #4287 dated 1984-02-13 amount ('OMR', 'Omani rial') 1153",invoice
"Contract between Hart Inc and Hodge, Clark and Moore effective 1984-03-30",contract
"Receipt from Martin and Sons dated 1976-10-03 total ('TRY', 'Turkish lira') 324",receipt
"Invoice #9164 dated 1974-01-15 amount ('IQD', 'Iraqi dinar') 3045",invoice
"Contract between Keller, Mays and Martin and Ross, Roberts and Gomez effective 2012-06-23",contract
"Bank statement for account 45546131 ending balance ('KPW', 'North Korean won') 15053",bank_statement
"Invoice #2115 dated 1982-05-01 amount ('CNY', 'Renminbi') 1529",invoice
Contract between Hood-Brewer and Mathews Inc effective 2001-06-18,contract
ID document for Melinda Mitchell born 1927-11-11,id_document
"Contract between Barber LLC and Fitzpatrick, Rivera and Simon effective 1985-08-13",contract
"Invoice #1340 dated 1976-12-08 amount ('AMD', 'Armenian dram') 478",invoice
"Invoice #3357 dated 1970-05-13 amount ('TOP', 'Tongan paʻanga') 3618",invoice
"Bank statement for account 95146673 ending balance ('HNL', 'Honduran lempira') 41809",bank_statement
"Receipt from Taylor-Hall dated 1980-08-05 total ('RON', 'Romanian leu') 131",receipt
"Invoice #9500 dated 1975-11-14 amount ('GTQ', 'Guatemalan quetzal') 4010",invoice
Contract between Wilson-Mendez and Nelson Group effective 1993-05-15,contract
Contract between Harper-Davis and Cobb-Jackson effective 1984-08-06,contract
"Bank statement for account 45731230 ending balance ('MRO', 'Mauritanian ouguiya') 44028",bank_statement
"Contract between Davis Ltd and Ramos, Roberts and Gutierrez effective 2024-09-20",contract
"Bank statement for account 56779523 ending balance ('VND', 'Vietnamese đồng') 48040",bank_statement
"Invoice #2022 dated 1975-03-08 amount ('SPL', 'Seborga luigino') 1376",invoice
Contract between Hampton-Wright and Rogers-Carpenter effective 2015-07-08,contract
"Bank statement for account 21506598 ending balance ('LAK', 'Lao kip') 39484",bank_statement
"Invoice #1518 dated 2018-04-21 amount ('DJF', 'Djiboutian franc') 2498",invoice
"Bank statement for account 82170583 ending balance ('BRL', 'Brazilian real') 13195",bank_statement
"Bank statement for account 25656855 ending balance ('MZN', 'Mozambican metical') 14034",bank_statement
"Invoice #2588 dated 1979-11-13 amount ('LSL', 'Lesotho loti') 4631",invoice
"Receipt from Mills Group dated 1987-06-17 total ('GEL', 'Georgian lari') 471",receipt
"Contract between Carr-Price and Sanders, Simmons and Jackson effective 2024-10-02",contract
"Receipt from Joseph Inc dated 2018-01-08 total ('BBD', 'Barbadian dollar') 392",receipt
Contract between White-James and Robertson-Moon effective 2025-11-13,contract
"Bank statement for account 93884657 ending balance ('PYG', 'Paraguayan guarani') 9580",bank_statement
"Invoice #4765 dated 1977-12-08 amount ('SPL', 'Seborga luigino') 3876",invoice
"Invoice #6435 dated 1973-05-27 amount ('GBP', 'Pound sterling') 4676",invoice
"Invoice #7388 dated 1973-05-25 amount ('BGN', 'Bulgarian lev') 604",invoice
"Bank statement for account 18110311 ending balance ('MGA', 'Malagasy ariar') 30016",bank_statement
ID document for Ann Kelley born 2013-06-10,id_document
"Bank statement for account 73967963 ending balance ('SVC', 'Salvadoran colón') 24437",bank_statement
Contract between Henderson Ltd and Miller and Sons effective 2002-01-26,contract
"Invoice #6956 dated 2012-04-24 amount ('UGX', 'Ugandan shilling') 473",invoice
"Bank statement for account 60052883 ending balance ('UGX', 'Ugandan shilling') 19041",bank_statement
ID document for Margaret Potts born 1967-03-28,id_document
Contract between Miller-Moore and Young-Allen effective 2018-05-01,contract
"Receipt from Howard Group dated 1986-06-16 total ('PLN', 'Polish zloty') 261",receipt
Contract between Palmer Ltd and Sutton-Barnes effective 1978-12-16,contract
"Receipt from Gilbert Inc dated 1972-03-25 total ('LYD', 'Libyan dinar') 42",receipt
ID document for Donald Campbell born 1956-10-06,id_document
"Invoice #5872 dated 1972-06-12 amount ('CVE', 'Cape Verdean escudo') 2169",invoice
"Bank statement for account 25046367 ending balance ('DOP', 'Dominican peso') 26468",bank_statement
"Bank statement for account 61534106 ending balance ('ARS', 'Argentine peso') 46575",bank_statement
Contract between Walker Inc and Taylor LLC effective 1989-08-05,contract
Contract between Thornton-Price and Lee LLC effective 1997-01-28,contract
"Receipt from Ford Ltd dated 2012-08-18 total ('ZWD', 'Zimbabwean dollar') 429",receipt
"Receipt from Ortega PLC dated 1985-08-11 total ('STD', 'São Tomé and Príncipe dobra') 419",receipt
ID document for Joseph Thomas born 1918-05-01,id_document
"Receipt from Jones, Martin and Peck dated 2007-04-07 total ('TTD', 'Trinidad and Tobago dollar') 167",receipt
"Invoice #3842 dated 1975-06-23 amount ('MZN', 'Mozambican metical') 4679",invoice
ID document for Stacey Webster born 1932-02-20,id_document
Contract between Curry-Patterson and Ellis Group effective 1997-03-11,contract
ID document for Megan Love born 1938-03-06,id_document
"Contract between Miller, Gutierrez and Nguyen and Jackson, Stephens and Tran effective 2008-04-12",contract
"Contract between Ruiz, Shelton and Singh and Trujillo Inc effective 1988-12-03",contract
"Bank statement for account 94810902 ending balance ('KPW', 'North Korean won') 49401",bank_statement
"Receipt from Cooley-Solis dated 2021-08-02 total ('GYD', 'Guyanese dollar') 59",receipt
"Invoice #7342 dated 1987-09-19 amount ('VEF', 'Venezuelan bolívar') 1297",invoice
"Contract between Peterson, Bush and Gray and Mills, Hall and Bates effective 2005-10-17",contract
Contract between Collins-Clark and Richardson LLC effective 1991-03-25,contract
ID document for Shawn Oconnor born 1943-12-15,id_document
"Contract between Knight, Coleman and Beltran and Perez PLC effective 2014-01-25",contract
"Receipt from Wagner and Sons dated 1984-07-07 total ('DZD', 'Algerian dinar') 492",receipt
"Invoice #5223 dated 1995-12-13 amount ('PHP', 'Philippine peso') 3869",invoice
"Receipt from Bradford Ltd dated 2005-09-24 total ('MNT', 'Mongolian tugrik') 172",receipt
"Receipt from Smith-Mckay dated 1977-07-02 total ('MGA', 'Malagasy ariar') 213",receipt
"Invoice #4458 dated 1974-10-13 amount ('PEN', 'Peruvian sol') 1989",invoice
"Invoice #6765 dated 1993-11-17 amount ('XOF', 'West African CFA franc') 4254",invoice
ID document for Stephen Barrera born 1963-04-26,id_document
"Invoice #3766 dated 1976-04-29 amount ('MKD', 'Macedonian denar') 3331",invoice
"Receipt from Rogers, Richards and Bullock dated 2003-01-20 total ('LKR', 'Sri Lankan rupee') 215",receipt
ID document for Cassidy Mora born 1943-08-17,id_document
Contract between Holloway-Lam and Flores-Hawkins effective 1990-03-14,contract
"Receipt from Aguirre, Lopez and Jones dated 1999-07-30 total ('NIS', 'Israeli new shekel') 351",receipt
"Bank statement for account 57408438 ending balance ('FJD', 'Fijian dollar') 6808",bank_statement
"Contract between Casey, Jenkins and Sanchez and Odonnell-Hardy effective 1994-09-21",contract
ID document for Timothy Guerrero born 1978-11-14,id_document
ID document for Travis Livingston born 1949-11-16,id_document
"Receipt from Howard LLC dated 1976-09-09 total ('SOS', 'Somali shilling') 372",receipt
ID document for Victoria Cruz born 1923-03-15,id_document
ID document for Jesse Sullivan born 1929-03-06,id_document
"Bank statement for account 46414248 ending balance ('SBD', 'Solomon Islands dollar') 44823",bank_statement
"Invoice #3538 dated 1972-04-19 amount ('MUR', 'Mauritian rupee') 1814",invoice
"Invoice #5297 dated 2003-02-10 amount ('HUF', 'Hungarian forint') 1462",invoice
Contract between Price-Bautista and Norman-Hunter effective 1985-02-17,contract
ID document for Angela Andrews PhD born 1977-02-14,id_document
Contract between Pierce LLC and Garcia PLC effective 2016-03-11,contract
ID document for Linda Brock born 1985-03-12,id_document
ID document for Crystal Ayala born 2006-08-29,id_document
"Invoice #5248 dated 1991-07-08 amount ('CUP', 'Cuban peso') 1556",invoice
"Receipt from Lewis-Reynolds dated 2011-04-02 total ('AMD', 'Armenian dram') 269",receipt
"Bank statement for account 11807457 ending balance ('STD', 'São Tomé and Príncipe dobra') 48567",bank_statement
ID document for Donna Hicks born 1956-02-27,id_document
"Bank statement for account 50911985 ending balance ('THB', 'Thai baht') 33881",bank_statement
"Receipt from Walker Inc dated 2011-10-05 total ('UGX', 'Ugandan shilling') 432",receipt
"Contract between Mora, Smith and Norman and Richardson-Smith effective 2008-09-10",contract
"Bank statement for account 98905422 ending balance ('CHF', 'Swiss franc') 17708",bank_statement
"Invoice #2634 dated 2007-07-18 amount ('IQD', 'Iraqi dinar') 3422",invoice
"Invoice #8323 dated 2023-08-21 amount ('UZS', 'Uzbekistani soʻm') 2644",invoice
ID document for Roger Randolph born 2019-06-09,id_document
"Contract between Strickland, Miranda and Lopez and Schultz, Huynh and Hayes effective 1984-04-07",contract
"Contract between Odonnell, Rhodes and Lewis and Wallace PLC effective 2013-03-04",contract
ID document for Nicholas Lee born 1947-10-07,id_document
"Contract between White-Schultz and Thomas, Olson and Yates effective 1999-01-14",contract
"Invoice #5604 dated 1997-08-21 amount ('CUC', 'Cuban convertible peso') 1235",invoice
"Bank statement for account 84382236 ending balance ('YER', 'Yemeni rial') 4711",bank_statement
"Bank statement for account 33734483 ending balance ('ZMW', 'Zambian kwacha') 5588",bank_statement
"Bank statement for account 33115263 ending balance ('IQD', 'Iraqi dinar') 11029",bank_statement
"Invoice #4347 dated 2013-08-19 amount ('JOD', 'Jordanian dinar') 4072",invoice
"Contract between Martin, Ross and Parrish and Thomas, Mccoy and Smith effective 2021-10-06",contract
"Receipt from Watson, Johnson and Glass dated 2000-08-07 total ('NIO', 'Nicaraguan córdoba') 396",receipt
ID document for Ashley Pearson born 1976-04-17,id_document
"Receipt from White-White dated 2005-05-13 total ('AMD', 'Armenian dram') 304",receipt
Contract between Sweeney-Torres and Martin PLC effective 2019-02-12,contract
"Receipt from Flowers Ltd dated 1970-10-22 total ('PAB', 'Panamanian balboa') 240",receipt
"Invoice #9105 dated 1989-03-02 amount ('GGP', 'Guernsey pound') 1671",invoice
"Bank statement for account 93851568 ending balance ('AZN', 'Azerbaijani manat') 4363",bank_statement
ID document for Eric Hamilton born 1982-10-21,id_document
"Contract between Weaver Ltd and Hopkins, Moore and Smith effective 1989-11-23",contract
ID document for Yolanda Li born 1932-12-25,id_document
ID document for Stephen Livingston born 1995-11-30,id_document
"Receipt from Dominguez Inc dated 2007-11-10 total ('GEL', 'Georgian lari') 464",receipt
"Invoice #8801 dated 2001-07-03 amount ('KRW', 'South Korean won') 2845",invoice
"Bank statement for account 30727658 ending balance ('XPF', 'CFP franc') 14298",bank_statement
"Bank statement for account 42746578 ending balance ('LYD', 'Libyan dinar') 17756",bank_statement
"Invoice #1358 dated 1991-04-26 amount ('TZS', 'Tanzanian shilling') 312",invoice
"Contract between Rhodes, Thompson and Cervantes and Mitchell and Sons effective 1996-07-28",contract
"Invoice #3289 dated 1982-07-10 amount ('PHP', 'Philippine peso') 1697",invoice
"Receipt from Hernandez and Sons dated 2013-01-25 total ('WST', 'Samoan tālā') 49",receipt
ID document for Peter Nelson born 1980-11-26,id_document
ID document for Mary Miles born 1942-11-13,id_document
"Receipt from Paul and Sons dated 1999-07-11 total ('LSL', 'Lesotho loti') 22",receipt
"Contract between Robinson, Thompson and Brady and Hogan Group effective 1982-10-19",contract
ID document for Marc Cole born 1923-11-30,id_document
"Receipt from Baker-Avery dated 2005-09-30 total ('TWD', 'New Taiwan dollar') 363",receipt
ID document for Patricia Burns born 1992-03-30,id_document
ID document for Kimberly Nguyen born 1948-05-29,id_document
"Invoice #3722 dated 1983-05-14 amount ('HNL', 'Honduran lempira') 3018",invoice
"Receipt from Edwards Group dated 2005-09-11 total ('ALL', 'Albanian lek') 203",receipt
"Invoice #4336 dated 2002-03-10 amount ('TRY', 'Turkish lira') 4208",invoice
"Contract between Andrews Ltd and Lane, Hanna and Burns effective 2022-12-24",contract
"Bank statement for account 80473031 ending balance ('IMP', 'Manx pound') 25866",bank_statement
ID document for Patricia Poole born 1987-05-03,id_document
"Invoice #5882 dated 1986-01-27 amount ('WST', 'Samoan tālā') 221",invoice
"Receipt from Adams-Schneider dated 2005-02-17 total ('BGN', 'Bulgarian lev') 477",receipt
"Invoice #5921 dated 1974-12-18 amount ('MKD', 'Macedonian denar') 3004",invoice
"Invoice #3317 dated 1983-10-16 amount ('ALL', 'Albanian lek') 2052",invoice
"Receipt from Duncan, Orozco and Wilkinson dated 1981-11-16 total ('LRD', 'Liberian dollar') 283",receipt
"Receipt from Pratt-Anderson dated 1984-02-11 total ('CHF', 'Swiss franc') 53",receipt
ID document for Maria Castro born 1955-03-20,id_document
"Invoice #4852 dated 2009-07-21 amount ('SDG', 'Sudanese pound') 625",invoice
"Bank statement for account 22740528 ending balance ('TVD', 'Tuvaluan dollar') 27720",bank_statement
"Receipt from Gross-Valdez dated 1999-10-31 total ('GBP', 'Pound sterling') 22",receipt
"Receipt from Robinson-Dunlap dated 2014-06-03 total ('OMR', 'Omani rial') 122",receipt
"Bank statement for account 60406215 ending balance ('SDG', 'Sudanese pound') 4430",bank_statement
"Invoice #2858 dated 1976-04-10 amount ('MGA', 'Malagasy ariar') 1213",invoice
"Receipt from Wilkins, Hughes and Chan dated 1993-03-02 total ('XAF', 'Central African CFA franc') 74",receipt
"Contract between Watts PLC and Stuart, Lawson and Campbell effective 1970-07-22",contract
ID document for Matthew Byrd born 1957-08-13,id_document
"Receipt from Jennings, Mitchell and Castillo dated 2020-03-12 total ('VEF', 'Venezuelan bolívar') 107",receipt
"Invoice #7057 dated 2003-12-21 amount ('GHS', 'Ghanaian cedi') 105",invoice
"Invoice #5457 dated 1990-09-17 amount ('MOP', 'Macanese pataca') 4817",invoice
"Bank statement for account 74733234 ending balance ('SYP', 'Syrian pound') 47681",bank_statement
ID document for Lori Williams born 1964-11-02,id_document
"Invoice #3951 dated 2019-11-23 amount ('CVE', 'Cape Verdean escudo') 4525",invoice
"Bank statement for account 83715106 ending balance ('BBD', 'Barbadian dollar') 5180",bank_statement
"Invoice #1280 dated 1974-02-02 amount ('KES', 'Kenyan shilling') 4654",invoice
ID document for Benjamin Watts born 1972-02-21,id_document
"Bank statement for account 63248839 ending balance ('WST', 'Samoan tālā') 4777",bank_statement
"Receipt from Wade, James and Simmons dated 1970-05-06 total ('LRD', 'Liberian dollar') 45",receipt
"Receipt from Young, Sullivan and Moody dated 1970-09-26 total ('MRO', 'Mauritanian ouguiya') 459",receipt
"Bank statement for account 89535301 ending balance ('NIO', 'Nicaraguan córdoba') 21314",bank_statement
ID document for Chase Gross born 1926-05-16,id_document
"Receipt from Roberts-Bell dated 1976-12-14 total ('XOF', 'West African CFA franc') 286",receipt
"Bank statement for account 70907839 ending balance ('XOF', 'West African CFA franc') 35360",bank_statement
"Invoice #1051 dated 1978-08-07 amount ('DZD', 'Algerian dinar') 964",invoice
"Invoice #9482 dated 1976-10-24 amount ('GYD', 'Guyanese dollar') 1983",invoice
"Receipt from Galvan, Tyler and Jackson dated 1996-05-22 total ('TOP', 'Tongan paʻanga') 165",receipt
ID document for Nicholas Summers born 1915-10-20,id_document
"Contract between Drake, Hanson and Gonzalez and Jackson, Simmons and Stone effective 2022-09-14",contract
"Receipt from Smith Inc dated 1973-08-26 total ('IQD', 'Iraqi dinar') 104",receipt
"Bank statement for account 77889529 ending balance ('BZD', 'Belize dollar') 39474",bank_statement
"Receipt from Mendez LLC dated 2000-06-02 total ('PYG', 'Paraguayan guarani') 434",receipt
"Invoice #7487 dated 2003-12-24 amount ('XAF', 'Central African CFA franc') 4235",invoice
"Invoice #4100 dated 1998-08-09 amount ('JOD', 'Jordanian dinar') 2873",invoice
"Receipt from Velasquez and Sons dated 1989-09-16 total ('WST', 'Samoan tālā') 52",receipt
"Bank statement for account 31161630 ending balance ('ZWD', 'Zimbabwean dollar') 13733",bank_statement
"Receipt from Jacobson LLC dated 1975-06-23 total ('ISK', 'Icelandic króna') 66",receipt
ID document for Mary Hines born 2002-03-14,id_document
"Receipt from Leonard-Williams dated 1989-06-26 total ('TWD', 'New Taiwan dollar') 296",receipt
"Bank statement for account 49921392 ending balance ('TVD', 'Tuvaluan dollar') 34867",bank_statement
"Bank statement for account 89036040 ending balance ('SOS', 'Somali shilling') 5424",bank_statement
"Receipt from George and Sons dated 2011-12-29 total ('SVC', 'Salvadoran colón') 91",receipt
"Contract between Lowery, Graham and Hughes and Curtis-Kent effective 1979-05-21",contract
"Contract between Hunt, Weber and Curry and Jordan PLC effective 2020-10-11",contract
"Bank statement for account 64686240 ending balance ('IRR', 'Iranian rial') 29193",bank_statement
"Contract between Contreras, Gallegos and Smith and Lara, Hughes and Herrera effective 2004-02-02",contract
Contract between Smith-Espinoza and Cook Ltd effective 2015-08-09,contract
"Receipt from Miranda LLC dated 2024-04-30 total ('DJF', 'Djiboutian franc') 102",receipt
"Invoice #1933 dated 1983-09-11 amount ('BDT', 'Bangladeshi taka') 2754",invoice
"Invoice #9928 dated 2001-08-04 amount ('UAH', 'Ukrainian hryvnia') 1298",invoice
"Receipt from Hernandez-Chung dated 2011-11-19 total ('EUR', 'Euro') 310",receipt
Contract between Aguirre-Conley and Taylor-Trujillo effective 2016-02-25,contract
ID document for Emily Walton born 1916-08-01,id_document
"Bank statement for account 19936678 ending balance ('IRR', 'Iranian rial') 49213",bank_statement
"Bank statement for account 11468590 ending balance ('MUR', 'Mauritian rupee') 29284",bank_statement
ID document for Steven Turner born 1995-12-20,id_document
"Contract between Middleton-Kennedy and Payne, Holt and Peterson effective 2002-01-06",contract
"Invoice #4850 dated 2025-03-23 amount ('XAF', 'Central African CFA franc') 3707",invoice
"Receipt from Woods-Ballard dated 1970-08-13 total ('SPL', 'Seborga luigino') 151",receipt
ID document for Benjamin Washington born 1960-10-09,id_document
"Receipt from Cohen-Jenkins dated 2010-01-26 total ('XCD', 'Eastern Caribbean dollar') 333",receipt
"Receipt from Hall, Williams and Mitchell dated 2002-10-14 total ('CDF', 'Congolese franc') 279",receipt
"Invoice #5985 dated 2004-10-08 amount ('BRL', 'Brazilian real') 958",invoice
"Invoice #5680 dated 2017-04-21 amount ('MYR', 'Malaysian ringgit') 2176",invoice
ID document for Steven Martin born 2013-03-11,id_document
ID document for Dana Vargas born 1930-03-08,id_document
"Bank statement for account 74315037 ending balance ('KHR', 'Cambodian riel') 7224",bank_statement
"Invoice #4994 dated 2000-07-12 amount ('MKD', 'Macedonian denar') 1879",invoice
"Contract between Turner, Brock and Gill and Cooper and Sons effective 2004-07-16",contract
Contract between Duran-Burns and Stuart LLC effective 1985-12-13,contract
"Bank statement for account 57122248 ending balance ('ARS', 'Argentine peso') 1853",bank_statement
ID document for David Acosta born 1955-06-01,id_document
"Receipt from Garrett PLC dated 1977-12-04 total ('LAK', 'Lao kip') 324",receipt
"Receipt from Gomez Inc dated 1983-09-27 total ('IMP', 'Manx pound') 46",receipt
"Receipt from Moreno Inc dated 1999-12-18 total ('XPF', 'CFP franc') 408",receipt
ID document for David Schroeder born 1985-04-24,id_document
"Bank statement for account 83732129 ending balance ('JMD', 'Jamaican dollar') 28387",bank_statement
Contract between Munoz PLC and Wilkins Ltd effective 1981-11-13,contract
Contract between Kelley and Sons and Allen PLC effective 2013-05-27,contract
"Contract between Thompson-Ortiz and Anderson, Crawford and Mccullough effective 2019-06-29",contract
"Receipt from Ferrell-Rivers dated 2000-02-11 total ('CHF', 'Swiss franc') 188",receipt
"Bank statement for account 98050620 ending balance ('ANG', 'Netherlands Antillean guilder') 18423",bank_statement
"Bank statement for account 38282323 ending balance ('MRO', 'Mauritanian ouguiya') 20931",bank_statement
ID document for Lisa Maddox born 1950-06-30,id_document
"Bank statement for account 74192654 ending balance ('RON', 'Romanian leu') 49756",bank_statement
"Receipt from Franklin-Garcia dated 2015-06-11 total ('XCD', 'Eastern Caribbean dollar') 211",receipt
"Receipt from Blair, Bennett and Green dated 2019-03-09 total ('KMF', 'Comorian franc') 285",receipt
ID document for Amy Williams born 1979-08-16,id_document
"Bank statement for account 56100434 ending balance ('MWK', 'Malawian kwacha') 28402",bank_statement
"Invoice #1914 dated 1989-09-05 amount ('PYG', 'Paraguayan guarani') 502",invoice
ID document for Veronica Gordon born 1922-11-02,id_document
"Bank statement for account 10978560 ending balance ('MXN', 'Mexican peso') 25760",bank_statement
"Bank statement for account 79307708 ending balance ('ZAR', 'South African rand') 5422",bank_statement
ID document for Michele Dougherty born 1997-12-19,id_document
"Bank statement for account 57218800 ending balance ('NAD', 'Namibian dollar') 20967",bank_statement
"Bank statement for account 89976852 ending balance ('CDF', 'Congolese franc') 30501",bank_statement
"Bank statement for account 26924428 ending balance ('LRD', 'Liberian dollar') 5298",bank_statement
"Bank statement for account 16002667 ending balance ('VND', 'Vietnamese đồng') 3994",bank_statement
ID document for Donald Reyes born 1918-03-14,id_document
"Bank statement for account 19207347 ending balance ('TRY', 'Turkish lira') 10368",bank_statement
"Receipt from Taylor LLC dated 2016-08-03 total ('AUD', 'Australian dollar') 254",receipt
ID document for Morgan Jordan born 2024-08-21,id_document
"Contract between Kim, Chapman and Taylor and Gutierrez LLC effective 2008-11-19",contract
"Contract between Nicholson, Miller and Hardin and Salazar, Johnson and Marshall effective 2009-06-01",contract
"Invoice #9141 dated 2009-04-05 amount ('NPR', 'Nepalese rupee') 725",invoice
"Receipt from Harris PLC dated 2022-04-05 total ('NGN', 'Nigerian naira') 478",receipt
ID document for Wayne Bennett born 1922-09-23,id_document
"Invoice #3405 dated 2007-07-25 amount ('GHS', 'Ghanaian cedi') 819",invoice
ID document for Amanda Trujillo born 2022-02-03,id_document
ID document for Richard Cherry born 1920-12-03,id_document
ID document for Eileen Goodwin born 1929-08-11,id_document
"Invoice #3634 dated 2005-04-29 amount ('CUP', 'Cuban peso') 3793",invoice
"Receipt from Evans, Garcia and Thomas dated 2000-04-24 total ('BAM', 'Bosnia and Herzegovina convertible mark') 166",receipt
"Invoice #1455 dated 2020-09-11 amount ('TZS', 'Tanzanian shilling') 1252",invoice
Contract between Cain-Flores and Cox-Krause effective 2014-03-27,contract
"Contract between Ford, Leon and Gonzalez and Stephens, Morris and Horton effective 2010-10-30",contract
"Bank statement for account 11658166 ending balance ('INR', 'Indian rupee') 12636",bank_statement
"Bank statement for account 16643713 ending balance ('TMT', 'Turkmenistan manat') 18086",bank_statement
"Invoice #6599 dated 2003-12-15 amount ('CAD', 'Canadian dollar') 2208",invoice
"Invoice #7013 dated 2002-07-19 amount ('XAF', 'Central African CFA franc') 3783",invoice
ID document for Eric Grant born 2023-10-23,id_document
"Bank statement for account 62360388 ending balance ('KGS', 'Kyrgyzstani som') 37943",bank_statement
"Invoice #2238 dated 1988-12-30 amount ('LTL', 'Lithuanian litas') 4678",invoice
"Receipt from Simmons and Sons dated 2020-02-22 total ('GTQ', 'Guatemalan quetzal') 255",receipt
"Bank statement for account 59258791 ending balance ('KES', 'Kenyan shilling') 41462",bank_statement
ID document for Amber Townsend born 2010-06-30,id_document
"Invoice #3787 dated 1999-06-04 amount ('CLP', 'Chilean peso') 784",invoice
Contract between Mcdaniel-Franco and Pierce-Cooke effective 1971-10-22,contract
"Contract between Goodman, Jackson and Castaneda and Watkins-Smith effective 1993-02-26",contract
"Receipt from Washington-Christensen dated 1992-04-29 total ('PLN', 'Polish zloty') 112",receipt
Contract between Collins Ltd and Donovan-Watts effective 2022-10-14,contract
"Receipt from Barnes, Evans and Jones dated 2021-07-30 total ('BMD', 'Bermudian dollar') 257",receipt
"Receipt from Davis, Adams and Jordan dated 1984-01-12 total ('GIP', 'Gibraltar pound') 13",receipt
"Bank statement for account 90604419 ending balance ('RUB', 'Russian ruble') 3101",bank_statement
Contract between Garcia-Fleming and Lopez Group effective 1997-06-25,contract
ID document for John Russell born 1944-08-12,id_document
"Invoice #2197 dated 1994-09-03 amount ('XCD', 'Eastern Caribbean dollar') 1659",invoice
"Receipt from Klein, Brady and Jones dated 2004-04-18 total ('USD', 'United States dollar') 167",receipt
"Bank statement for account 85554047 ending balance ('TVD', 'Tuvaluan dollar') 27675",bank_statement
Contract between Lloyd-Wagner and Perkins Group effective 2006-02-06,contract
ID document for Annette Scott born 1930-02-22,id_document
ID document for Brittany White born 1966-05-20,id_document
Contract between Lucas-Stewart and Merritt-Cameron effective 2015-01-16,contract
"Bank statement for account 39163628 ending balance ('GNF', 'Guinean franc') 44623",bank_statement
"Invoice #9351 dated 2017-07-12 amount ('MVR', 'Maldivian rufiyaa') 529",invoice
"Invoice #1449 dated 2001-10-31 amount ('CZK', 'Czech koruna') 439",invoice
"Invoice #8823 dated 1977-05-30 amount ('WST', 'Samoan tālā') 2281",invoice
ID document for Gilbert Smith born 1939-12-15,id_document
ID document for Allen Nguyen born 1994-02-27,id_document
"Contract between Wilson-Moran and Spencer, Bailey and Davis effective 2018-07-18",contract
"Invoice #9886 dated 1982-11-01 amount ('UAH', 'Ukrainian hryvnia') 4830",invoice
"Contract between Nguyen, Watts and Foster and Brown-Carlson effective 2008-07-12",contract
"Contract between Torres, Johnson and Thomas and Miller-Nguyen effective 2001-05-23",contract
"Bank statement for account 96859648 ending balance ('DOP', 'Dominican peso') 20432",bank_statement
Contract between Jones-Lee and Miller-King effective 2006-07-01,contract
ID document for Jordan Blackwell born 1983-02-01,id_document
ID document for Lori Bolton born 1972-02-24,id_document
"Invoice #3375 dated 2003-09-20 amount ('JEP', 'Jersey pound') 1603",invoice
"Invoice #3668 dated 2009-05-11 amount ('GHS', 'Ghanaian cedi') 1587",invoice
"Contract between Davis, Smith and Garrett and Swanson PLC effective 1986-06-21",contract
"Bank statement for account 49295728 ending balance ('PLN', 'Polish zloty') 32165",bank_statement
ID document for Christina Wu born 1962-03-21,id_document
Contract between Gilbert-Velez and Jenkins-Garrison effective 2024-02-22,contract
